Shipment_ID,Date,Region,Transport_Mode,Priority,Shipment_Volume_kg,Distance_km,Delivery_Time_days,Transport_Cost,Handling_Cost,Total_Cost,Fuel_Cost,On_Time,Weather_Delay_days
S1185,2026-08-16 00:00:00,North,Road,Express,242.87,238.0,8.61,49.14,240.24,289.38,38.02,1,2
S1186,2026-08-16 12:00:00,West,Rail,Express,287.18,1002.6,19.48,158.35,289.12,447.47,110.88,1,0
S1187,2026-08-17 00:00:00,South,Air,Standard,412.83,193.4,2.92,247.53,347.48,595.01,187.6,1,0
S1188,2026-08-17 12:00:00,West,Road,Standard,361.41,79.3,3.46,24.35,328.24,352.59,18.81,1,0
S1189,2026-08-18 00:00:00,North,Rail,Express,361.46,506.2,10.72,100.63,250.19,350.81,68.49,1,0
S1190,2026-08-18 12:00:00,East,Road,Standard,166.36,320.1,12.35,45.27,241.43,286.7,35.31,1,2
S1191,2026-08-19 00:00:00,South,Road,Express,256.88,1483.4,36.29,323.9,261.43,585.34,235.31,0,0
S1192,2026-08-19 12:00:00,South,Rail,Standard,590.17,482.4,10.6,156.58,559.47,716.04,104.98,1,0
S1193,2026-08-20 00:00:00,West,Road,Express,554.62,364.2,9.02,171.7,407.6,579.3,120.3,1,0
S1194,2026-08-20 12:00:00,West,Road,Standard,323.44,327.3,10.67,89.98,312.45,402.43,53.51,1,1
S1195,2026-08-21 00:00:00,West,Road,Standard,477.17,585.8,14.7,237.61,509.76,747.36,131.29,1,0
S1196,2026-08-21 12:00:00,North,Air,Express,395.51,924.5,3.27,1133.56,346.26,1479.82,690.41,1,0
S1197,2026-08-22 00:00:00,North,Road,Express,501.69,1181.6,28.33,503.9,392.89,896.78,327.55,0,0
S1198,2026-08-22 12:00:00,East,Road,Express,486.94,572.3,13.49,236.87,343.41,580.28,142.7,1,0
S1199,2026-08-23 00:00:00,South,Road,Express,335.86,953.9,23.35,272.33,373.5,645.83,181.98,1,0
S1200,2026-08-23 12:00:00,East,Road,Standard,435.15,743.8,22.59,275.12,307.17,582.29,192.95,1,2
